name,datetime,conditions
"College Station/Bryan, TX",2019-12-17,1
"College Station/Bryan, TX",2019-12-18,0
"College Station/Bryan, TX",2019-12-19,0
"College Station/Bryan, TX",2019-12-20,2
"College Station/Bryan, TX",2019-12-21,2
"College Station/Bryan, TX",2019-12-22,0
"College Station/Bryan, TX",2019-12-23,0
"College Station/Bryan, TX",2019-12-24,0
"College Station/Bryan, TX",2019-12-25,0
"College Station/Bryan, TX",2019-12-26,1
"College Station/Bryan, TX",2019-12-27,1
"College Station/Bryan, TX",2019-12-28,2
"College Station/Bryan, TX",2019-12-29,1
"College Station/Bryan, TX",2019-12-30,0
"College Station/Bryan, TX",2019-12-31,0
"Laredo, TX",2019-12-14,0
"Laredo, TX",2019-12-15,0
"Laredo, TX",2019-12-16,1
"Laredo, TX",2019-12-17,1
"Laredo, TX",2019-12-18,0
"Laredo, TX",2019-12-19,1
"Laredo, TX",2019-12-20,2
"Laredo, TX",2019-12-21,1
"Laredo, TX",2019-12-22,0
"Laredo, TX",2019-12-23,0
"Laredo, TX",2019-12-24,0
"Laredo, TX",2019-12-25,0
"Laredo, TX",2019-12-26,1
"Laredo, TX",2019-12-27,1
"Laredo, TX",2019-12-28,1
"Laredo, TX",2019-12-29,1
"Laredo, TX",2019-12-30,0
"Laredo, TX",2019-12-31,1
"Gunnison, CO",2019-12-14,3
"Gunnison, CO",2019-12-15,3
"Gunnison, CO",2019-12-16,1
"Gunnison, CO",2019-12-17,0
"Gunnison, CO",2019-12-18,0
"Gunnison, CO",2019-12-19,0
"Gunnison, CO",2019-12-20,0
"Gunnison, CO",2019-12-21,0
"Gunnison, CO",2019-12-22,0
"Gunnison, CO",2019-12-23,0
"Gunnison, CO",2019-12-24,1
"Gunnison, CO",2019-12-25,3
"Gunnison, CO",2019-12-26,1
"Gunnison, CO",2019-12-27,3
"Gunnison, CO",2019-12-28,1
"Gunnison, CO",2019-12-29,1
"Gunnison, CO",2019-12-30,0
"Gunnison, CO",2019-12-31,0
"Flint, MI",2019-12-14,1
"Flint, MI",2019-12-15,1
"Flint, MI",2019-12-16,1
"Flint, MI",2019-12-17,3
"Flint, MI",2019-12-18,1
"Flint, MI",2019-12-19,1
"Flint, MI",2019-12-20,1
"Flint, MI",2019-12-21,0
"Flint, MI",2019-12-22,0
"Flint, MI",2019-12-23,0
"Flint, MI",2019-12-24,1
"Flint, MI",2019-12-25,1
"Flint, MI",2019-12-26,1
"Flint, MI",2019-12-27,1
"Flint, MI",2019-12-28,1
"Flint, MI",2019-12-29,2
"Flint, MI",2019-12-30,3
"Flint, MI",2019-12-31,3
"Idaho Falls, ID",2019-12-14,3
"Idaho Falls, ID",2019-12-15,1
"Idaho Falls, ID",2019-12-16,1
"Idaho Falls, ID",2019-12-17,1
"Idaho Falls, ID",2019-12-18,1
"Idaho Falls, ID",2019-12-19,1
"Idaho Falls, ID",2019-12-20,1
"Idaho Falls, ID",2019-12-21,0
"Idaho Falls, ID",2019-12-22,0
"Idaho Falls, ID",2019-12-23,3
"Idaho Falls, ID",2019-12-24,2
"Idaho Falls, ID",2019-12-25,1
"Idaho Falls, ID",2019-12-26,1
"Idaho Falls, ID",2019-12-27,1
"Idaho Falls, ID",2019-12-28,1
"Idaho Falls, ID",2019-12-29,3
"Idaho Falls, ID",2019-12-30,1
"Idaho Falls, ID",2019-12-31,3
"Washington, DC",2019-12-14,2
"Washington, DC",2019-12-15,1
"Washington, DC",2019-12-16,3
"Washington, DC",2019-12-17,2
"Washington, DC",2019-12-18,1
"Washington, DC",2019-12-19,0
"Washington, DC",2019-12-20,1
"Washington, DC",2019-12-21,1
"Washington, DC",2019-12-22,1
"Washington, DC",2019-12-23,1
"Washington, DC",2019-12-24,1
"Washington, DC",2019-12-25,1
"Washington, DC",2019-12-26,1
"Washington, DC",2019-12-27,1
"Washington, DC",2019-12-28,1
"Washington, DC",2019-12-29,2
"Washington, DC",2019-12-30,2
"Washington, DC",2019-12-31,1
"Burbank, CA",2019-12-14,1
"Burbank, CA",2019-12-15,0
"Burbank, CA",2019-12-16,0
"Burbank, CA",2019-12-17,0
"Burbank, CA",2019-12-18,0
"Burbank, CA",2019-12-19,0
"Burbank, CA",2019-12-20,0
"Burbank, CA",2019-12-21,0
"Burbank, CA",2019-12-22,2
"Burbank, CA",2019-12-23,2
"Burbank, CA",2019-12-24,0
"Burbank, CA",2019-12-25,2
"Burbank, CA",2019-12-26,2
"Burbank, CA",2019-12-27,0
"Burbank, CA",2019-12-28,0
"Burbank, CA",2019-12-29,0
"Burbank, CA",2019-12-30,1
"Burbank, CA",2019-12-31,1
"Concord, NC",2019-12-14,2
"Concord, NC",2019-12-15,0
"Concord, NC",2019-12-16,1
"Concord, NC",2019-12-17,2
"Concord, NC",2019-12-18,0
"Concord, NC",2019-12-19,0
"Concord, NC",2019-12-20,0
"Concord, NC",2019-12-21,0
"Concord, NC",2019-12-22,2
"Concord, NC",2019-12-23,2
"Concord, NC",2019-12-24,1
"Concord, NC",2019-12-25,0
"Concord, NC",2019-12-26,0
"Concord, NC",2019-12-27,2
"Concord, NC",2019-12-28,1
"Concord, NC",2019-12-29,2
"Concord, NC",2019-12-30,2
"Concord, NC",2019-12-31,0
"Moline, IL",2019-12-14,1
"Moline, IL",2019-12-15,3
"Moline, IL",2019-12-16,3
"Moline, IL",2019-12-17,1
"Moline, IL",2019-12-18,0
"Moline, IL",2019-12-19,0
"Moline, IL",2019-12-20,0
"Moline, IL",2019-12-21,0
"Moline, IL",2019-12-22,0
"Moline, IL",2019-12-23,0
"Moline, IL",2019-12-24,0
"Moline, IL",2019-12-25,0
"Moline, IL",2019-12-26,1
"Moline, IL",2019-12-27,1
"Moline, IL",2019-12-28,2
"Moline, IL",2019-12-29,2
"Moline, IL",2019-12-30,1
"Moline, IL",2019-12-31,3
"Tallahassee, FL",2019-12-14,2
"Tallahassee, FL",2019-12-15,0
"Tallahassee, FL",2019-12-16,1
"Tallahassee, FL",2019-12-17,2
"Tallahassee, FL",2019-12-18,2
"Tallahassee, FL",2019-12-19,1
"Tallahassee, FL",2019-12-20,1
"Tallahassee, FL",2019-12-21,2
"Tallahassee, FL",2019-12-22,2
"Tallahassee, FL",2019-12-23,2
"Tallahassee, FL",2019-12-24,1
"Tallahassee, FL",2019-12-25,0
"Tallahassee, FL",2019-12-26,1
"Tallahassee, FL",2019-12-27,1
"Tallahassee, FL",2019-12-28,2
"Tallahassee, FL",2019-12-29,2
"Tallahassee, FL",2019-12-30,2
"Tallahassee, FL",2019-12-31,0
"Gulfport/Biloxi, MS",2019-12-14,1
"Gulfport/Biloxi, MS",2019-12-15,1
"Gulfport/Biloxi, MS",2019-12-16,2
"Gulfport/Biloxi, MS",2019-12-17,2
"Gulfport/Biloxi, MS",2019-12-18,0
"Gulfport/Biloxi, MS",2019-12-19,0
"Gulfport/Biloxi, MS",2019-12-20,1
"Gulfport/Biloxi, MS",2019-12-21,2
"Gulfport/Biloxi, MS",2019-12-22,2
"Gulfport/Biloxi, MS",2019-12-23,2
"Gulfport/Biloxi, MS",2019-12-24,1
"Gulfport/Biloxi, MS",2019-12-25,1
"Gulfport/Biloxi, MS",2019-12-26,2
"Gulfport/Biloxi, MS",2019-12-27,2
"Gulfport/Biloxi, MS",2019-12-28,2
"Gulfport/Biloxi, MS",2019-12-29,2
"Gulfport/Biloxi, MS",2019-12-30,0
"Gulfport/Biloxi, MS",2019-12-31,0
"Hobbs, NM",2019-12-14,0
"Hobbs, NM",2019-12-15,0
"Hobbs, NM",2019-12-16,1
"Hobbs, NM",2019-12-17,0
"Hobbs, NM",2019-12-18,0
"Hobbs, NM",2019-12-19,0
"Hobbs, NM",2019-12-20,0
"Hobbs, NM",2019-12-21,0
"Hobbs, NM",2019-12-22,0
"Hobbs, NM",2019-12-23,0
"Hobbs, NM",2019-12-24,0
"Hobbs, NM",2019-12-25,0
"Hobbs, NM",2019-12-26,1
"Hobbs, NM",2019-12-27,2
"Hobbs, NM",2019-12-28,2
"Hobbs, NM",2019-12-29,1
"Hobbs, NM",2019-12-30,0
"Hobbs, NM",2019-12-31,0
"Stockton, CA",2019-12-14,2
"Stockton, CA",2019-12-15,0
"Stockton, CA",2019-12-16,0
"Stockton, CA",2019-12-17,0
"Stockton, CA",2019-12-18,2
"Stockton, CA",2019-12-19,2
"Stockton, CA",2019-12-20,0
"Stockton, CA",2019-12-21,0
"Stockton, CA",2019-12-22,2
"Stockton, CA",2019-12-23,2
"Stockton, CA",2019-12-24,0
"Stockton, CA",2019-12-25,2
"Stockton, CA",2019-12-26,1
"Stockton, CA",2019-12-27,0
"Stockton, CA",2019-12-28,0
"Stockton, CA",2019-12-29,2
"Stockton, CA",2019-12-30,1
"Stockton, CA",2019-12-31,0
"Wilmington, NC",2019-12-14,2
"Wilmington, NC",2019-12-15,0
"Wilmington, NC",2019-12-16,0
"Wilmington, NC",2019-12-17,2
"Wilmington, NC",2019-12-18,1
"Wilmington, NC",2019-12-19,0
"Wilmington, NC",2019-12-20,0
"Wilmington, NC",2019-12-21,0
"Wilmington, NC",2019-12-22,2
"Wilmington, NC",2019-12-23,2
"Wilmington, NC",2019-12-24,2
"Wilmington, NC",2019-12-25,0
"Wilmington, NC",2019-12-26,1
"Wilmington, NC",2019-12-27,1
"Wilmington, NC",2019-12-28,1
"Wilmington, NC",2019-12-29,2
"Wilmington, NC",2019-12-30,2
"Wilmington, NC",2019-12-31,0
"Spokane, WA",2019-12-14,1
"Spokane, WA",2019-12-15,3
"Spokane, WA",2019-12-16,1
"Spokane, WA",2019-12-17,1
"Spokane, WA",2019-12-18,1
"Spokane, WA",2019-12-19,3
"Spokane, WA",2019-12-20,3
"Spokane, WA",2019-12-21,2
"Spokane, WA",2019-12-22,2
"Spokane, WA",2019-12-23,1
"Spokane, WA",2019-12-24,2
"Spokane, WA",2019-12-25,2
"Spokane, WA",2019-12-26,1
"Spokane, WA",2019-12-27,3
"Spokane, WA",2019-12-28,1
"Spokane, WA",2019-12-29,1
"Spokane, WA",2019-12-30,3
"Spokane, WA",2019-12-31,3
"Aspen, CO",2019-12-14,3
"Aspen, CO",2019-12-15,1
"Aspen, CO",2019-12-16,1
"Aspen, CO",2019-12-17,0
"Aspen, CO",2019-12-18,0
"Aspen, CO",2019-12-19,0
"Aspen, CO",2019-12-20,0
"Aspen, CO",2019-12-21,0
"Aspen, CO",2019-12-22,0
"Aspen, CO",2019-12-23,0
"Aspen, CO",2019-12-24,3
"Aspen, CO",2019-12-25,3
"Aspen, CO",2019-12-26,1
"Aspen, CO",2019-12-27,3
"Aspen, CO",2019-12-28,3
"Aspen, CO",2019-12-29,1
"Aspen, CO",2019-12-30,1
"Aspen, CO",2019-12-31,0
"Liberal, KS",2019-12-14,1
"Liberal, KS",2019-12-15,1
"Liberal, KS",2019-12-16,3
"Liberal, KS",2019-12-17,0
"Liberal, KS",2019-12-18,0
"Liberal, KS",2019-12-19,0
"Liberal, KS",2019-12-20,0
"Liberal, KS",2019-12-21,0
"Liberal, KS",2019-12-22,0
"Liberal, KS",2019-12-23,0
"Liberal, KS",2019-12-24,0
"Liberal, KS",2019-12-25,0
"Liberal, KS",2019-12-26,0
"Liberal, KS",2019-12-27,3
"Liberal, KS",2019-12-28,2
"Liberal, KS",2019-12-29,0
"Liberal, KS",2019-12-30,0
"Liberal, KS",2019-12-31,0
"Pueblo, CO",2019-12-14,1
"Pueblo, CO",2019-12-15,3
"Pueblo, CO",2019-12-16,3
"Pueblo, CO",2019-12-17,3
"Pueblo, CO",2019-12-18,0
"Pueblo, CO",2019-12-19,0
"Pueblo, CO",2019-12-20,0
"Pueblo, CO",2019-12-21,0
"Pueblo, CO",2019-12-22,0
"Pueblo, CO",2019-12-23,0
"Pueblo, CO",2019-12-24,0
"Pueblo, CO",2019-12-25,0
"Pueblo, CO",2019-12-26,0
"Pueblo, CO",2019-12-27,3
"Pueblo, CO",2019-12-28,1
"Pueblo, CO",2019-12-29,0
"Pueblo, CO",2019-12-30,0
"Pueblo, CO",2019-12-31,0
"Meridian, MS",2019-12-14,1
"Meridian, MS",2019-12-15,1
"Meridian, MS",2019-12-16,2
"Meridian, MS",2019-12-17,2
"Meridian, MS",2019-12-18,0
"Meridian, MS",2019-12-19,0
"Meridian, MS",2019-12-20,0
"Meridian, MS",2019-12-21,2
"Meridian, MS",2019-12-22,2
"Meridian, MS",2019-12-23,2
"Meridian, MS",2019-12-24,0
"Meridian, MS",2019-12-25,1
"Meridian, MS",2019-12-26,1
"Meridian, MS",2019-12-27,2
"Meridian, MS",2019-12-28,2
"Meridian, MS",2019-12-29,2
"Meridian, MS",2019-12-30,0
"Meridian, MS",2019-12-31,0
"Flagstaff, AZ",2019-12-14,2
"Flagstaff, AZ",2019-12-15,2
"Flagstaff, AZ",2019-12-16,0
"Flagstaff, AZ",2019-12-17,0
"Flagstaff, AZ",2019-12-18,0
"Flagstaff, AZ",2019-12-19,0
"Flagstaff, AZ",2019-12-20,0
"Flagstaff, AZ",2019-12-21,0
"Flagstaff, AZ",2019-12-22,0
"Flagstaff, AZ",2019-12-23,3
"Flagstaff, AZ",2019-12-24,3
"Flagstaff, AZ",2019-12-25,3
"Flagstaff, AZ",2019-12-26,3
"Flagstaff, AZ",2019-12-27,3
"Flagstaff, AZ",2019-12-28,3
"Flagstaff, AZ",2019-12-29,0
"Flagstaff, AZ",2019-12-30,1
"Flagstaff, AZ",2019-12-31,0
"Minot, ND",2019-12-14,1
"Minot, ND",2019-12-15,1
"Minot, ND",2019-12-16,1
"Minot, ND",2019-12-17,1
"Minot, ND",2019-12-18,0
"Minot, ND",2019-12-19,1
"Minot, ND",2019-12-20,1
"Minot, ND",2019-12-21,0
"Minot, ND",2019-12-22,0
"Minot, ND",2019-12-23,1
"Minot, ND",2019-12-24,1
"Minot, ND",2019-12-25,1
"Minot, ND",2019-12-26,1
"Minot, ND",2019-12-27,0
"Minot, ND",2019-12-28,1
"Minot, ND",2019-12-29,1
"Minot, ND",2019-12-30,0
"Minot, ND",2019-12-31,0
"Barrow, AK",2019-12-14,0
"Barrow, AK",2019-12-15,1
"Barrow, AK",2019-12-16,1
"Barrow, AK",2019-12-17,0
"Barrow, AK",2019-12-18,0
"Barrow, AK",2019-12-19,0
"Barrow, AK",2019-12-20,1
"Barrow, AK",2019-12-21,0
"Barrow, AK",2019-12-22,1
"Barrow, AK",2019-12-23,1
"Barrow, AK",2019-12-24,1
"Barrow, AK",2019-12-25,1
"Barrow, AK",2019-12-26,1
"Barrow, AK",2019-12-27,1
"Barrow, AK",2019-12-28,1
"Barrow, AK",2019-12-29,1
"Barrow, AK",2019-12-30,3
"Barrow, AK",2019-12-31,3
"Walla Walla, WA",2019-12-14,1
"Walla Walla, WA",2019-12-15,3
"Walla Walla, WA",2019-12-16,1
"Walla Walla, WA",2019-12-17,1
"Walla Walla, WA",2019-12-18,1
"Walla Walla, WA",2019-12-19,3
"Walla Walla, WA",2019-12-20,1
"Walla Walla, WA",2019-12-21,1
"Walla Walla, WA",2019-12-22,1
"Walla Walla, WA",2019-12-23,3
"Walla Walla, WA",2019-12-24,1
"Walla Walla, WA",2019-12-25,1
"Walla Walla, WA",2019-12-26,1
"Walla Walla, WA",2019-12-27,1
"Walla Walla, WA",2019-12-28,1
"Walla Walla, WA",2019-12-29,1
"Walla Walla, WA",2019-12-30,1
"Walla Walla, WA",2019-12-31,3
"Omaha, NE",2019-12-14,1
"Omaha, NE",2019-12-15,3
"Omaha, NE",2019-12-16,1
"Omaha, NE",2019-12-17,1
"Omaha, NE",2019-12-18,0
"Omaha, NE",2019-12-19,0
"Omaha, NE",2019-12-20,0
"Omaha, NE",2019-12-21,0
"Omaha, NE",2019-12-22,0
"Omaha, NE",2019-12-23,1
"Omaha, NE",2019-12-24,1
"Omaha, NE",2019-12-25,1
"Omaha, NE",2019-12-26,1
"Omaha, NE",2019-12-27,1
"Omaha, NE",2019-12-28,2
"Omaha, NE",2019-12-29,3
"Omaha, NE",2019-12-30,1
"Omaha, NE",2019-12-31,1
"Charleston, SC",2019-12-14,2
"Charleston, SC",2019-12-15,0
"Charleston, SC",2019-12-16,1
"Charleston, SC",2019-12-17,2
"Charleston, SC",2019-12-18,0
"Charleston, SC",2019-12-19,0
"Charleston, SC",2019-12-20,0
"Charleston, SC",2019-12-21,1
"Charleston, SC",2019-12-22,2
"Charleston, SC",2019-12-23,2
"Charleston, SC",2019-12-24,2
"Charleston, SC",2019-12-25,1
"Charleston, SC",2019-12-26,1
"Charleston, SC",2019-12-27,1
"Charleston, SC",2019-12-28,1
"Charleston, SC",2019-12-29,2
"Charleston, SC",2019-12-30,2
"Charleston, SC",2019-12-31,0
"Jackson, WY",2019-12-14,3
"Jackson, WY",2019-12-15,1
"Jackson, WY",2019-12-16,1
"Jackson, WY",2019-12-17,1
"Jackson, WY",2019-12-18,0
"Jackson, WY",2019-12-19,1
"Jackson, WY",2019-12-20,1
"Jackson, WY",2019-12-21,0
"Jackson, WY",2019-12-22,0
"Jackson, WY",2019-12-23,1
"Jackson, WY",2019-12-24,3
"Jackson, WY",2019-12-25,1
"Jackson, WY",2019-12-26,1
"Jackson, WY",2019-12-27,1
"Jackson, WY",2019-12-28,1
"Jackson, WY",2019-12-29,3
"Jackson, WY",2019-12-30,0
"Jackson, WY",2019-12-31,3
"Las Vegas, NV",2019-12-14,2
"Las Vegas, NV",2019-12-15,2
"Las Vegas, NV",2019-12-16,0
"Las Vegas, NV",2019-12-17,0
"Las Vegas, NV",2019-12-18,0
"Las Vegas, NV",2019-12-19,0
"Las Vegas, NV",2019-12-20,0
"Las Vegas, NV",2019-12-21,0
"Las Vegas, NV",2019-12-22,1
"Las Vegas, NV",2019-12-23,2
"Las Vegas, NV",2019-12-24,1
"Las Vegas, NV",2019-12-25,1
"Las Vegas, NV",2019-12-26,2
"Las Vegas, NV",2019-12-27,2
"Las Vegas, NV",2019-12-28,0
"Las Vegas, NV",2019-12-29,1
"Las Vegas, NV",2019-12-30,1
"Las Vegas, NV",2019-12-31,0
"Grand Island, NE",2019-12-14,3
"Grand Island, NE",2019-12-15,3
"Grand Island, NE",2019-12-16,0
"Grand Island, NE",2019-12-17,0
"Grand Island, NE",2019-12-18,0
"Grand Island, NE",2019-12-19,0
"Grand Island, NE",2019-12-20,0
"Grand Island, NE",2019-12-21,0
"Grand Island, NE",2019-12-22,0
"Grand Island, NE",2019-12-23,0
"Grand Island, NE",2019-12-24,0
"Grand Island, NE",2019-12-25,1
"Grand Island, NE",2019-12-26,1
"Grand Island, NE",2019-12-27,3
"Grand Island, NE",2019-12-28,3
"Grand Island, NE",2019-12-29,3
"Grand Island, NE",2019-12-30,1
"Grand Island, NE",2019-12-31,0
"Fresno, CA",2019-12-14,2
"Fresno, CA",2019-12-15,1
"Fresno, CA",2019-12-16,0
"Fresno, CA",2019-12-17,1
"Fresno, CA",2019-12-18,1
"Fresno, CA",2019-12-19,1
"Fresno, CA",2019-12-20,1
"Fresno, CA",2019-12-21,1
"Fresno, CA",2019-12-22,2
"Fresno, CA",2019-12-23,2
"Fresno, CA",2019-12-24,2
"Fresno, CA",2019-12-25,2
"Fresno, CA",2019-12-26,2
"Fresno, CA",2019-12-27,1
"Fresno, CA",2019-12-28,1
"Fresno, CA",2019-12-29,2
"Fresno, CA",2019-12-30,2
"Fresno, CA",2019-12-31,1
"Columbus, OH",2019-12-14,2
"Columbus, OH",2019-12-15,3
"Columbus, OH",2019-12-16,3
"Columbus, OH",2019-12-17,3
"Columbus, OH",2019-12-18,1
"Columbus, OH",2019-12-19,0
"Columbus, OH",2019-12-20,1
"Columbus, OH",2019-12-21,1
"Columbus, OH",2019-12-22,0
"Columbus, OH",2019-12-23,1
"Columbus, OH",2019-12-24,1
"Columbus, OH",2019-12-25,1
"Columbus, OH",2019-12-26,1
"Columbus, OH",2019-12-27,1
"Columbus, OH",2019-12-28,1
"Columbus, OH",2019-12-29,2
"Columbus, OH",2019-12-30,2
"Columbus, OH",2019-12-31,1
"Duluth, MN",2019-12-14,1
"Duluth, MN",2019-12-15,1
"Duluth, MN",2019-12-16,3
"Duluth, MN",2019-12-17,1
"Duluth, MN",2019-12-18,1
"Duluth, MN",2019-12-19,1
"Duluth, MN",2019-12-20,1
"Duluth, MN",2019-12-21,1
"Duluth, MN",2019-12-22,0
"Duluth, MN",2019-12-23,1
"Duluth, MN",2019-12-24,1
"Duluth, MN",2019-12-25,2
"Duluth, MN",2019-12-26,3
"Duluth, MN",2019-12-27,1
"Duluth, MN",2019-12-28,3
"Duluth, MN",2019-12-29,3
"Duluth, MN",2019-12-30,3
"Duluth, MN",2019-12-31,1
"San Juan, PR",2019-12-14,2
"San Juan, PR",2019-12-15,2
"San Juan, PR",2019-12-16,2
"San Juan, PR",2019-12-17,2
"San Juan, PR",2019-12-18,2
"San Juan, PR",2019-12-19,1
"San Juan, PR",2019-12-20,1
"San Juan, PR",2019-12-21,2
"San Juan, PR",2019-12-22,2
"San Juan, PR",2019-12-23,1
"San Juan, PR",2019-12-24,1
"San Juan, PR",2019-12-25,1
"San Juan, PR",2019-12-26,2
"San Juan, PR",2019-12-27,1
"San Juan, PR",2019-12-28,1
"San Juan, PR",2019-12-29,2
"San Juan, PR",2019-12-30,2
"San Juan, PR",2019-12-31,2
"Fayetteville, AR",2019-12-14,1
"Fayetteville, AR",2019-12-15,2
"Fayetteville, AR",2019-12-16,2
"Fayetteville, AR",2019-12-17,1
"Fayetteville, AR",2019-12-18,0
"Fayetteville, AR",2019-12-19,0
"Fayetteville, AR",2019-12-20,0
"Fayetteville, AR",2019-12-21,1
"Fayetteville, AR",2019-12-22,0
"Fayetteville, AR",2019-12-23,0
"Fayetteville, AR",2019-12-24,0
"Fayetteville, AR",2019-12-25,0
"Fayetteville, AR",2019-12-26,0
"Fayetteville, AR",2019-12-27,1
"Fayetteville, AR",2019-12-28,2
"Fayetteville, AR",2019-12-29,2
"Fayetteville, AR",2019-12-30,0
"Fayetteville, AR",2019-12-31,0
"Hartford, CT",2019-12-14,2
"Hartford, CT",2019-12-15,1
"Hartford, CT",2019-12-16,1
"Hartford, CT",2019-12-17,3
"Hartford, CT",2019-12-18,3
"Hartford, CT",2019-12-19,0
"Hartford, CT",2019-12-20,0
"Hartford, CT",2019-12-21,1
"Hartford, CT",2019-12-22,0
"Hartford, CT",2019-12-23,0
"Hartford, CT",2019-12-24,0
"Hartford, CT",2019-12-25,0
"Hartford, CT",2019-12-26,1
"Hartford, CT",2019-12-27,1
"Hartford, CT",2019-12-28,0
"Hartford, CT",2019-12-29,2
"Hartford, CT",2019-12-30,3
"Hartford, CT",2019-12-31,3
"Orlando, FL",2019-12-14,2
"Orlando, FL",2019-12-15,0
"Orlando, FL",2019-12-16,0
"Orlando, FL",2019-12-17,2
"Orlando, FL",2019-12-18,1
"Orlando, FL",2019-12-19,1
"Orlando, FL",2019-12-20,1
"Orlando, FL",2019-12-21,2
"Orlando, FL",2019-12-22,2
"Orlando, FL",2019-12-23,2
"Orlando, FL",2019-12-24,2
"Orlando, FL",2019-12-25,1
"Orlando, FL",2019-12-26,1
"Orlando, FL",2019-12-27,2
"Orlando, FL",2019-12-28,2
"Orlando, FL",2019-12-29,2
"Orlando, FL",2019-12-30,1
"Orlando, FL",2019-12-31,1
"Vernal, UT",2019-12-14,3
"Vernal, UT",2019-12-15,0
"Vernal, UT",2019-12-16,1
"Vernal, UT",2019-12-17,0
"Vernal, UT",2019-12-18,0
"Vernal, UT",2019-12-19,0
"Vernal, UT",2019-12-20,0
"Vernal, UT",2019-12-21,0
"Vernal, UT",2019-12-22,0
"Vernal, UT",2019-12-23,1
"Vernal, UT",2019-12-24,3
"Vernal, UT",2019-12-25,3
"Vernal, UT",2019-12-26,3
"Vernal, UT",2019-12-27,3
"Vernal, UT",2019-12-28,3
"Vernal, UT",2019-12-29,1
"Vernal, UT",2019-12-30,1
"Vernal, UT",2019-12-31,1
"Detroit, MI",2019-12-14,1
"Detroit, MI",2019-12-15,3
"Detroit, MI",2019-12-16,1
"Detroit, MI",2019-12-17,1
"Detroit, MI",2019-12-18,3
"Detroit, MI",2019-12-19,1
"Detroit, MI",2019-12-20,1
"Detroit, MI",2019-12-21,0
"Detroit, MI",2019-12-22,0
"Detroit, MI",2019-12-23,0
"Detroit, MI",2019-12-24,1
"Detroit, MI",2019-12-25,1
"Detroit, MI",2019-12-26,1
"Detroit, MI",2019-12-27,1
"Detroit, MI",2019-12-28,1
"Detroit, MI",2019-12-29,2
"Detroit, MI",2019-12-30,3
"Detroit, MI",2019-12-31,3
"Newburgh/Poughkeepsie, NY",2019-12-14,2
"Newburgh/Poughkeepsie, NY",2019-12-15,1
"Newburgh/Poughkeepsie, NY",2019-12-16,1
"Newburgh/Poughkeepsie, NY",2019-12-17,3
"Newburgh/Poughkeepsie, NY",2019-12-18,3
"Newburgh/Poughkeepsie, NY",2019-12-19,0
"Newburgh/Poughkeepsie, NY",2019-12-20,0
"Newburgh/Poughkeepsie, NY",2019-12-21,0
"Newburgh/Poughkeepsie, NY",2019-12-22,0
"Newburgh/Poughkeepsie, NY",2019-12-23,0
"Newburgh/Poughkeepsie, NY",2019-12-24,0
"Newburgh/Poughkeepsie, NY",2019-12-25,0
"Newburgh/Poughkeepsie, NY",2019-12-26,1
"Newburgh/Poughkeepsie, NY",2019-12-27,1
"Newburgh/Poughkeepsie, NY",2019-12-28,0
"Newburgh/Poughkeepsie, NY",2019-12-29,2
"Newburgh/Poughkeepsie, NY",2019-12-30,2
"Newburgh/Poughkeepsie, NY",2019-12-31,3
"Sacramento, CA",2019-12-14,1
"Sacramento, CA",2019-12-15,0
"Sacramento, CA",2019-12-16,0
"Sacramento, CA",2019-12-17,0
"Sacramento, CA",2019-12-18,2
"Sacramento, CA",2019-12-19,2
"Sacramento, CA",2019-12-20,0
"Sacramento, CA",2019-12-21,0
"Sacramento, CA",2019-12-22,2
"Sacramento, CA",2019-12-23,1
"Sacramento, CA",2019-12-24,1
"Sacramento, CA",2019-12-25,2
"Sacramento, CA",2019-12-26,0
"Sacramento, CA",2019-12-27,0
"Sacramento, CA",2019-12-28,0
"Sacramento, CA",2019-12-29,2
"Sacramento, CA",2019-12-30,0
"Sacramento, CA",2019-12-31,0
"Redding, CA",2019-12-14,2
"Redding, CA",2019-12-15,0
"Redding, CA",2019-12-16,0
"Redding, CA",2019-12-17,0
"Redding, CA",2019-12-18,2
"Redding, CA",2019-12-19,2
"Redding, CA",2019-12-20,2
"Redding, CA",2019-12-21,0
"Redding, CA",2019-12-22,2
"Redding, CA",2019-12-23,0
"Redding, CA",2019-12-24,2
"Redding, CA",2019-12-25,2
"Redding, CA",2019-12-26,0
"Redding, CA",2019-12-27,0
"Redding, CA",2019-12-28,0
"Redding, CA",2019-12-29,2
"Redding, CA",2019-12-30,0
"Redding, CA",2019-12-31,0
"Fargo, ND",2019-12-14,1
"Fargo, ND",2019-12-15,1
"Fargo, ND",2019-12-16,1
"Fargo, ND",2019-12-17,1
"Fargo, ND",2019-12-18,1
"Fargo, ND",2019-12-19,0
"Fargo, ND",2019-12-20,1
"Fargo, ND",2019-12-21,0
"Fargo, ND",2019-12-22,0
"Fargo, ND",2019-12-23,0
"Fargo, ND",2019-12-24,1
"Fargo, ND",2019-12-25,3
"Fargo, ND",2019-12-26,3
"Fargo, ND",2019-12-27,0
"Fargo, ND",2019-12-28,3
"Fargo, ND",2019-12-29,3
"Fargo, ND",2019-12-30,1
"Fargo, ND",2019-12-31,0
"Salt Lake City, UT",2019-12-14,3
"Salt Lake City, UT",2019-12-15,1
"Salt Lake City, UT",2019-12-16,3
"Salt Lake City, UT",2019-12-17,0
"Salt Lake City, UT",2019-12-18,1
"Salt Lake City, UT",2019-12-19,1
