name,datetime,conditions
"Lihue, HI",2019-12-22,1
"Lihue, HI",2019-12-23,1
"Lihue, HI",2019-12-24,2
"Lihue, HI",2019-12-25,2
"Lihue, HI",2019-12-26,2
"Lihue, HI",2019-12-27,2
"Lihue, HI",2019-12-28,2
"Lihue, HI",2019-12-29,1
"Lihue, HI",2019-12-30,2
"Lihue, HI",2019-12-31,1
"West Yellowstone, MT",2019-12-14,3
"West Yellowstone, MT",2019-12-15,1
"West Yellowstone, MT",2019-12-16,1
"West Yellowstone, MT",2019-12-17,1
"West Yellowstone, MT",2019-12-18,0
"West Yellowstone, MT",2019-12-19,3
"West Yellowstone, MT",2019-12-20,1
"West Yellowstone, MT",2019-12-21,0
"West Yellowstone, MT",2019-12-22,0
"West Yellowstone, MT",2019-12-23,1
"West Yellowstone, MT",2019-12-24,3
"West Yellowstone, MT",2019-12-25,1
"West Yellowstone, MT",2019-12-26,1
"West Yellowstone, MT",2019-12-27,1
"West Yellowstone, MT",2019-12-28,1
"West Yellowstone, MT",2019-12-29,1
"West Yellowstone, MT",2019-12-30,1
"West Yellowstone, MT",2019-12-31,3
"Islip, NY",2019-12-14,2
"Islip, NY",2019-12-15,1
"Islip, NY",2019-12-16,2
"Islip, NY",2019-12-17,2
"Islip, NY",2019-12-18,2
"Islip, NY",2019-12-19,1
"Islip, NY",2019-12-20,1
"Islip, NY",2019-12-21,1
"Islip, NY",2019-12-22,1
"Islip, NY",2019-12-23,1
"Islip, NY",2019-12-24,1
"Islip, NY",2019-12-25,1
"Islip, NY",2019-12-26,1
"Islip, NY",2019-12-27,1
"Islip, NY",2019-12-28,1
"Islip, NY",2019-12-29,2
"Islip, NY",2019-12-30,2
"Islip, NY",2019-12-31,2
"St. George, UT",2019-12-14,1
"St. George, UT",2019-12-15,3
"St. George, UT",2019-12-16,0
"St. George, UT",2019-12-17,0
"St. George, UT",2019-12-18,2
"St. George, UT",2019-12-19,0
"St. George, UT",2019-12-20,0
"St. George, UT",2019-12-21,0
"St. George, UT",2019-12-22,0
"St. George, UT",2019-12-23,2
"St. George, UT",2019-12-24,2
"St. George, UT",2019-12-25,3
"St. George, UT",2019-12-26,1
"St. George, UT",2019-12-27,2
"St. George, UT",2019-12-28,1
"St. George, UT",2019-12-29,1
"St. George, UT",2019-12-30,1
"St. George, UT",2019-12-31,0
"Sitka, AK",2019-12-14,0
"Sitka, AK",2019-12-15,1
"Sitka, AK",2019-12-16,2
"Sitka, AK",2019-12-17,2
"Sitka, AK",2019-12-18,2
"Sitka, AK",2019-12-19,2
"Sitka, AK",2019-12-20,1
"Sitka, AK",2019-12-21,2
"Sitka, AK",2019-12-22,2
"Sitka, AK",2019-12-23,2
"Sitka, AK",2019-12-24,2
"Sitka, AK",2019-12-25,2
"Sitka, AK",2019-12-26,2
"Sitka, AK",2019-12-27,2
"Sitka, AK",2019-12-28,2
"Sitka, AK",2019-12-29,2
"Sitka, AK",2019-12-30,2
"Sitka, AK",2019-12-31,2
"Ashland, WV",2019-12-14,2
"Ashland, WV",2019-12-15,1
"Ashland, WV",2019-12-16,2
"Ashland, WV",2019-12-17,2
"Ashland, WV",2019-12-18,1
"Ashland, WV",2019-12-19,1
"Ashland, WV",2019-12-20,0
"Ashland, WV",2019-12-21,0
"Ashland, WV",2019-12-22,0
"Ashland, WV",2019-12-23,1
"Ashland, WV",2019-12-24,0
"Ashland, WV",2019-12-25,0
"Ashland, WV",2019-12-26,0
"Ashland, WV",2019-12-27,1
"Ashland, WV",2019-12-28,1
"Ashland, WV",2019-12-29,2
"Ashland, WV",2019-12-30,2
"Ashland, WV",2019-12-31,1
"Pensacola, FL",2019-12-14,1
"Pensacola, FL",2019-12-15,1
"Pensacola, FL",2019-12-16,2
"Pensacola, FL",2019-12-17,2
"Pensacola, FL",2019-12-18,0
"Pensacola, FL",2019-12-19,0
"Pensacola, FL",2019-12-20,0
"Pensacola, FL",2019-12-21,2
"Pensacola, FL",2019-12-22,2
"Pensacola, FL",2019-12-23,2
"Pensacola, FL",2019-12-24,1
"Pensacola, FL",2019-12-25,1
"Pensacola, FL",2019-12-26,1
"Pensacola, FL",2019-12-27,1
"Pensacola, FL",2019-12-28,1
"Pensacola, FL",2019-12-29,2
"Pensacola, FL",2019-12-30,2
"Pensacola, FL",2019-12-31,0
"Reno, NV",2019-12-14,3
"Reno, NV",2019-12-15,3
"Reno, NV",2019-12-16,0
"Reno, NV",2019-12-17,1
"Reno, NV",2019-12-18,1
"Reno, NV",2019-12-19,1
"Reno, NV",2019-12-20,1
"Reno, NV",2019-12-21,1
"Reno, NV",2019-12-22,2
"Reno, NV",2019-12-23,2
"Reno, NV",2019-12-24,1
"Reno, NV",2019-12-25,1
"Reno, NV",2019-12-26,1
"Reno, NV",2019-12-27,0
"Reno, NV",2019-12-28,1
"Reno, NV",2019-12-29,2
"Reno, NV",2019-12-30,1
"Reno, NV",2019-12-31,1
"Williamsport, PA",2019-12-14,2
"Williamsport, PA",2019-12-15,1
"Williamsport, PA",2019-12-16,2
"Williamsport, PA",2019-12-17,2
"Williamsport, PA",2019-12-18,3
"Williamsport, PA",2019-12-19,1
"Williamsport, PA",2019-12-20,1
"Williamsport, PA",2019-12-21,0
"Williamsport, PA",2019-12-22,0
"Williamsport, PA",2019-12-23,0
"Williamsport, PA",2019-12-24,0
"Williamsport, PA",2019-12-25,0
"Williamsport, PA",2019-12-26,0
"Williamsport, PA",2019-12-27,2
"Williamsport, PA",2019-12-28,1
"Williamsport, PA",2019-12-29,2
"Williamsport, PA",2019-12-30,2
"Williamsport, PA",2019-12-31,2
"Panama City, FL",2019-12-14,2
"Panama City, FL",2019-12-15,2
"Panama City, FL",2019-12-16,2
"Panama City, FL",2019-12-17,2
"Panama City, FL",2019-12-18,0
"Panama City, FL",2019-12-19,0
"Panama City, FL",2019-12-20,0
"Panama City, FL",2019-12-21,2
"Panama City, FL",2019-12-22,2
"Panama City, FL",2019-12-23,2
"Panama City, FL",2019-12-24,2
"Panama City, FL",2019-12-25,1
"Panama City, FL",2019-12-26,0
"Panama City, FL",2019-12-27,2
"Panama City, FL",2019-12-28,1
"Panama City, FL",2019-12-29,2
"Panama City, FL",2019-12-30,2
"Panama City, FL",2019-12-31,0
"Hancock/Houghton, MI",2019-12-14,3
"Hancock/Houghton, MI",2019-12-15,3
"Hancock/Houghton, MI",2019-12-16,3
"Hancock/Houghton, MI",2019-12-17,3
"Hancock/Houghton, MI",2019-12-18,3
"Hancock/Houghton, MI",2019-12-19,1
"Hancock/Houghton, MI",2019-12-20,1
"Hancock/Houghton, MI",2019-12-21,1
"Hancock/Houghton, MI",2019-12-22,0
"Hancock/Houghton, MI",2019-12-23,1
"Hancock/Houghton, MI",2019-12-24,1
"Hancock/Houghton, MI",2019-12-25,1
"Hancock/Houghton, MI",2019-12-26,3
"Hancock/Houghton, MI",2019-12-27,1
"Hancock/Houghton, MI",2019-12-28,3
"Hancock/Houghton, MI",2019-12-29,3
"Hancock/Houghton, MI",2019-12-30,3
"Hancock/Houghton, MI",2019-12-31,3
"Wrangell, AK",2019-12-14,2
"Wrangell, AK",2019-12-15,1
"Wrangell, AK",2019-12-16,2
"Wrangell, AK",2019-12-17,2
"Wrangell, AK",2019-12-18,2
"Wrangell, AK",2019-12-19,2
"Wrangell, AK",2019-12-20,2
"Wrangell, AK",2019-12-21,2
"Wrangell, AK",2019-12-22,3
"Wrangell, AK",2019-12-23,3
"Wrangell, AK",2019-12-24,2
"Wrangell, AK",2019-12-25,2
"Wrangell, AK",2019-12-26,2
"Wrangell, AK",2019-12-27,2
"Wrangell, AK",2019-12-28,2
"Wrangell, AK",2019-12-29,2
"Wrangell, AK",2019-12-30,2
"Wrangell, AK",2019-12-31,2
"Jackson/Vicksburg, MS",2019-12-14,1
"Jackson/Vicksburg, MS",2019-12-15,1
"Jackson/Vicksburg, MS",2019-12-16,2
"Jackson/Vicksburg, MS",2019-12-17,2
"Jackson/Vicksburg, MS",2019-12-18,0
"Jackson/Vicksburg, MS",2019-12-19,0
"Jackson/Vicksburg, MS",2019-12-20,0
"Jackson/Vicksburg, MS",2019-12-21,2
"Jackson/Vicksburg, MS",2019-12-22,2
"Jackson/Vicksburg, MS",2019-12-23,2
"Jackson/Vicksburg, MS",2019-12-24,0
"Jackson/Vicksburg, MS",2019-12-25,1
"Jackson/Vicksburg, MS",2019-12-26,1
"Jackson/Vicksburg, MS",2019-12-27,2
"Jackson/Vicksburg, MS",2019-12-28,2
"Jackson/Vicksburg, MS",2019-12-29,2
"Jackson/Vicksburg, MS",2019-12-30,0
"Jackson/Vicksburg, MS",2019-12-31,0
"Savannah, GA",2019-12-14,2
"Savannah, GA",2019-12-15,0
"Savannah, GA",2019-12-16,0
"Savannah, GA",2019-12-17,2
"Savannah, GA",2019-12-18,0
"Savannah, GA",2019-12-19,0
"Savannah, GA",2019-12-20,0
"Savannah, GA",2019-12-21,1
"Savannah, GA",2019-12-22,2
"Savannah, GA",2019-12-23,2
"Savannah, GA",2019-12-24,2
"Savannah, GA",2019-12-25,0
"Savannah, GA",2019-12-26,1
"Savannah, GA",2019-12-27,1
"Savannah, GA",2019-12-28,2
"Savannah, GA",2019-12-29,2
"Savannah, GA",2019-12-30,2
"Savannah, GA",2019-12-31,0
"Moab, UT",2019-12-14,1
"Moab, UT",2019-12-15,0
"Moab, UT",2019-12-16,1
"Moab, UT",2019-12-17,0
"Moab, UT",2019-12-18,0
"Moab, UT",2019-12-19,0
"Moab, UT",2019-12-20,0
"Moab, UT",2019-12-21,0
"Moab, UT",2019-12-22,0
"Moab, UT",2019-12-23,1
"Moab, UT",2019-12-24,3
"Moab, UT",2019-12-25,3
"Moab, UT",2019-12-26,3
"Moab, UT",2019-12-27,3
"Moab, UT",2019-12-28,3
"Moab, UT",2019-12-29,1
"Moab, UT",2019-12-30,1
"Moab, UT",2019-12-31,0
"St. Cloud, MN",2019-12-14,1
"St. Cloud, MN",2019-12-15,1
"St. Cloud, MN",2019-12-16,1
"St. Cloud, MN",2019-12-17,1
"St. Cloud, MN",2019-12-18,1
"St. Cloud, MN",2019-12-19,0
"St. Cloud, MN",2019-12-20,3
"St. Cloud, MN",2019-12-21,3
"St. Cloud, MN",2019-12-22,0
"St. Cloud, MN",2019-12-23,0
"St. Cloud, MN",2019-12-24,1
"St. Cloud, MN",2019-12-25,1
"St. Cloud, MN",2019-12-26,3
"St. Cloud, MN",2019-12-27,1
"St. Cloud, MN",2019-12-28,3
"St. Cloud, MN",2019-12-29,2
"St. Cloud, MN",2019-12-30,3
"St. Cloud, MN",2019-12-31,1
"Nashville, TN",2019-12-14,2
"Nashville, TN",2019-12-15,2
"Nashville, TN",2019-12-16,2
"Nashville, TN",2019-12-17,2
"Nashville, TN",2019-12-18,3
"Nashville, TN",2019-12-19,2
"Nashville, TN",2019-12-20,2
"Nashville, TN",2019-12-21,2
"Nashville, TN",2019-12-22,2
"Nashville, TN",2019-12-23,2
"Nashville, TN",2019-12-24,2
"Nashville, TN",2019-12-25,2
"Nashville, TN",2019-12-26,2
"Nashville, TN",2019-12-27,2
"Nashville, TN",2019-12-28,2
"Nashville, TN",2019-12-29,2
"Nashville, TN",2019-12-30,1
"Nashville, TN",2019-12-31,2
"Joplin, MO",2019-12-14,1
"Joplin, MO",2019-12-15,2
"Joplin, MO",2019-12-16,3
"Joplin, MO",2019-12-17,1
"Joplin, MO",2019-12-18,0
"Joplin, MO",2019-12-19,0
"Joplin, MO",2019-12-20,0
"Joplin, MO",2019-12-21,1
"Joplin, MO",2019-12-22,0
"Joplin, MO",2019-12-23,0
"Joplin, MO",2019-12-24,0
"Joplin, MO",2019-12-25,0
"Joplin, MO",2019-12-26,1
"Joplin, MO",2019-12-27,1
"Joplin, MO",2019-12-28,2
"Joplin, MO",2019-12-29,2
"Joplin, MO",2019-12-30,1
"Joplin, MO",2019-12-31,0
"Columbia, MO",2019-12-14,3
"Columbia, MO",2019-12-15,3
"Columbia, MO",2019-12-16,3
"Columbia, MO",2019-12-17,1
"Columbia, MO",2019-12-18,3
"Columbia, MO",2019-12-19,0
"Columbia, MO",2019-12-20,0
"Columbia, MO",2019-12-21,0
"Columbia, MO",2019-12-22,0
"Columbia, MO",2019-12-23,0
"Columbia, MO",2019-12-24,0
"Columbia, MO",2019-12-25,0
"Columbia, MO",2019-12-26,1
"Columbia, MO",2019-12-27,1
"Columbia, MO",2019-12-28,2
"Columbia, MO",2019-12-29,2
"Columbia, MO",2019-12-30,1
"Columbia, MO",2019-12-31,1
"Cape Girardeau, MO",2019-12-14,2
"Cape Girardeau, MO",2019-12-15,2
"Cape Girardeau, MO",2019-12-16,2
"Cape Girardeau, MO",2019-12-17,3
"Cape Girardeau, MO",2019-12-18,1
"Cape Girardeau, MO",2019-12-19,0
"Cape Girardeau, MO",2019-12-20,0
"Cape Girardeau, MO",2019-12-21,0
"Cape Girardeau, MO",2019-12-22,1
"Cape Girardeau, MO",2019-12-23,0
"Cape Girardeau, MO",2019-12-24,0
"Cape Girardeau, MO",2019-12-25,0
"Cape Girardeau, MO",2019-12-26,1
"Cape Girardeau, MO",2019-12-27,1
"Cape Girardeau, MO",2019-12-28,2
"Cape Girardeau, MO",2019-12-29,2
"Cape Girardeau, MO",2019-12-30,1
"Cape Girardeau, MO",2019-12-31,1
"Mission/McAllen/Edinburg, TX",2019-12-14,0
"Mission/McAllen/Edinburg, TX",2019-12-15,1
"Mission/McAllen/Edinburg, TX",2019-12-16,1
"Mission/McAllen/Edinburg, TX",2019-12-17,1
"Mission/McAllen/Edinburg, TX",2019-12-18,0
"Mission/McAllen/Edinburg, TX",2019-12-19,1
"Mission/McAllen/Edinburg, TX",2019-12-20,2
"Mission/McAllen/Edinburg, TX",2019-12-21,2
"Mission/McAllen/Edinburg, TX",2019-12-22,0
"Mission/McAllen/Edinburg, TX",2019-12-23,0
"Mission/McAllen/Edinburg, TX",2019-12-24,0
"Mission/McAllen/Edinburg, TX",2019-12-25,1
"Mission/McAllen/Edinburg, TX",2019-12-26,1
"Mission/McAllen/Edinburg, TX",2019-12-27,1
"Mission/McAllen/Edinburg, TX",2019-12-28,1
"Mission/McAllen/Edinburg, TX",2019-12-29,1
"Mission/McAllen/Edinburg, TX",2019-12-30,1
"Mission/McAllen/Edinburg, TX",2019-12-31,1
"Des Moines, IA",2019-12-14,1
"Des Moines, IA",2019-12-15,3
"Des Moines, IA",2019-12-16,1
"Des Moines, IA",2019-12-17,1
"Des Moines, IA",2019-12-18,1
"Des Moines, IA",2019-12-19,1
"Des Moines, IA",2019-12-20,1
"Des Moines, IA",2019-12-21,0
"Des Moines, IA",2019-12-22,1
"Des Moines, IA",2019-12-23,1
"Des Moines, IA",2019-12-24,1
"Des Moines, IA",2019-12-25,1
"Des Moines, IA",2019-12-26,1
"Des Moines, IA",2019-12-27,1
"Des Moines, IA",2019-12-28,2
"Des Moines, IA",2019-12-29,2
"Des Moines, IA",2019-12-30,1
"Des Moines, IA",2019-12-31,1
"Bethel, AK",2019-12-14,1
"Bethel, AK",2019-12-15,1
"Bethel, AK",2019-12-16,1
"Bethel, AK",2019-12-17,0
"Bethel, AK",2019-12-18,0
"Bethel, AK",2019-12-19,0
"Bethel, AK",2019-12-20,3
"Bethel, AK",2019-12-21,1
"Bethel, AK",2019-12-22,1
"Bethel, AK",2019-12-23,1
"Bethel, AK",2019-12-24,0
"Bethel, AK",2019-12-25,0
"Bethel, AK",2019-12-26,0
"Bethel, AK",2019-12-27,0
"Bethel, AK",2019-12-28,1
"Bethel, AK",2019-12-29,0
"Bethel, AK",2019-12-30,1
"Bethel, AK",2019-12-31,0
"Sioux Falls, SD",2019-12-14,1
"Sioux Falls, SD",2019-12-15,3
"Sioux Falls, SD",2019-12-16,1
"Sioux Falls, SD",2019-12-17,1
"Sioux Falls, SD",2019-12-18,1
"Sioux Falls, SD",2019-12-19,1
"Sioux Falls, SD",2019-12-20,0
"Sioux Falls, SD",2019-12-21,1
"Sioux Falls, SD",2019-12-22,1
"Sioux Falls, SD",2019-12-23,1
"Sioux Falls, SD",2019-12-24,1
"Sioux Falls, SD",2019-12-25,2
"Sioux Falls, SD",2019-12-26,1
"Sioux Falls, SD",2019-12-27,1
"Sioux Falls, SD",2019-12-28,3
"Sioux Falls, SD",2019-12-29,3
"Sioux Falls, SD",2019-12-30,3
"Sioux Falls, SD",2019-12-31,1
"Los Angeles, CA",2019-12-14,1
"Los Angeles, CA",2019-12-15,0
"Los Angeles, CA",2019-12-16,0
"Los Angeles, CA",2019-12-17,0
"Los Angeles, CA",2019-12-18,0
"Los Angeles, CA",2019-12-19,0
"Los Angeles, CA",2019-12-20,0
"Los Angeles, CA",2019-12-21,0
"Los Angeles, CA",2019-12-22,2
"Los Angeles, CA",2019-12-23,2
"Los Angeles, CA",2019-12-24,0
"Los Angeles, CA",2019-12-25,2
"Los Angeles, CA",2019-12-26,2
"Los Angeles, CA",2019-12-27,0
"Los Angeles, CA",2019-12-28,0
"Los Angeles, CA",2019-12-29,0
"Los Angeles, CA",2019-12-30,1
"Los Angeles, CA",2019-12-31,0
"Beaumont/Port Arthur, TX",2019-12-14,0
"Beaumont/Port Arthur, TX",2019-12-15,0
"Beaumont/Port Arthur, TX",2019-12-16,2
"Beaumont/Port Arthur, TX",2019-12-17,2
"Beaumont/Port Arthur, TX",2019-12-18,2
"Beaumont/Port Arthur, TX",2019-12-19,2
"Beaumont/Port Arthur, TX",2019-12-20,0
"Beaumont/Port Arthur, TX",2019-12-21,0
"Beaumont/Port Arthur, TX",2019-12-22,0
"Beaumont/Port Arthur, TX",2019-12-23,0
"Beaumont/Port Arthur, TX",2019-12-24,0
"Beaumont/Port Arthur, TX",2019-12-25,0
"Beaumont/Port Arthur, TX",2019-12-26,0
"Beaumont/Port Arthur, TX",2019-12-27,0
"Beaumont/Port Arthur, TX",2019-12-28,0
"Beaumont/Port Arthur, TX",2019-12-29,2
"Beaumont/Port Arthur, TX",2019-12-30,0
"Beaumont/Port Arthur, TX",2019-12-31,0
"Pocatello, ID",2019-12-14,3
"Pocatello, ID",2019-12-15,1
"Pocatello, ID",2019-12-16,1
"Pocatello, ID",2019-12-17,0
"Pocatello, ID",2019-12-18,0
"Pocatello, ID",2019-12-19,1
"Pocatello, ID",2019-12-20,1
"Pocatello, ID",2019-12-21,0
"Pocatello, ID",2019-12-22,0
"Pocatello, ID",2019-12-23,3
"Pocatello, ID",2019-12-24,3
"Pocatello, ID",2019-12-25,1
"Pocatello, ID",2019-12-26,1
"Pocatello, ID",2019-12-27,1
"Pocatello, ID",2019-12-28,1
"Pocatello, ID",2019-12-29,3
"Pocatello, ID",2019-12-30,1
"Pocatello, ID",2019-12-31,3
"Elmira/Corning, NY",2019-12-14,2
"Elmira/Corning, NY",2019-12-15,2
"Elmira/Corning, NY",2019-12-16,1
"Elmira/Corning, NY",2019-12-17,3
"Elmira/Corning, NY",2019-12-18,3
"Elmira/Corning, NY",2019-12-19,1
"Elmira/Corning, NY",2019-12-20,1
"Elmira/Corning, NY",2019-12-21,0
"Elmira/Corning, NY",2019-12-22,3
"Elmira/Corning, NY",2019-12-23,0
"Elmira/Corning, NY",2019-12-24,1
"Elmira/Corning, NY",2019-12-25,0
"Elmira/Corning, NY",2019-12-26,0
"Elmira/Corning, NY",2019-12-27,2
"Elmira/Corning, NY",2019-12-28,1
"Elmira/Corning, NY",2019-12-29,2
"Elmira/Corning, NY",2019-12-30,2
"Elmira/Corning, NY",2019-12-31,2
"Cedar City, UT",2019-12-14,3
"Cedar City, UT",2019-12-15,3
"Cedar City, UT",2019-12-16,1
"Cedar City, UT",2019-12-17,0
"Cedar City, UT",2019-12-18,0
"Cedar City, UT",2019-12-19,1
"Cedar City, UT",2019-12-20,0
"Cedar City, UT",2019-12-21,0
"Cedar City, UT",2019-12-22,0
"Cedar City, UT",2019-12-23,1
"Cedar City, UT",2019-12-24,3
"Cedar City, UT",2019-12-25,3
"Cedar City, UT",2019-12-26,1
"Cedar City, UT",2019-12-27,3
"Cedar City, UT",2019-12-28,1
"Cedar City, UT",2019-12-29,1
"Cedar City, UT",2019-12-30,1
"Cedar City, UT",2019-12-31,1
"Atlantic City, NJ",2019-12-14,2
"Atlantic City, NJ",2019-12-15,0
"Atlantic City, NJ",2019-12-16,2
"Atlantic City, NJ",2019-12-17,2
"Atlantic City, NJ",2019-12-18,0
"Atlantic City, NJ",2019-12-19,0
"Atlantic City, NJ",2019-12-20,0
"Atlantic City, NJ",2019-12-21,0
"Atlantic City, NJ",2019-12-22,0
"Atlantic City, NJ",2019-12-23,0
"Atlantic City, NJ",2019-12-24,0
"Atlantic City, NJ",2019-12-25,0
"Atlantic City, NJ",2019-12-26,0
"Atlantic City, NJ",2019-12-27,0
"Atlantic City, NJ",2019-12-28,0
"Atlantic City, NJ",2019-12-29,2
"Atlantic City, NJ",2019-12-30,2
"Atlantic City, NJ",2019-12-31,0
"Mosinee, WI",2019-12-14,1
"Mosinee, WI",2019-12-15,1
"Mosinee, WI",2019-12-16,1
"Mosinee, WI",2019-12-17,1
"Mosinee, WI",2019-12-18,1
"Mosinee, WI",2019-12-19,1
"Mosinee, WI",2019-12-20,1
"Mosinee, WI",2019-12-21,1
"Mosinee, WI",2019-12-22,0
"Mosinee, WI",2019-12-23,1
"Mosinee, WI",2019-12-24,1
"Mosinee, WI",2019-12-25,1
"Mosinee, WI",2019-12-26,1
"Mosinee, WI",2019-12-27,1
"Mosinee, WI",2019-12-28,3
"Mosinee, WI",2019-12-29,2
"Mosinee, WI",2019-12-30,3
"Mosinee, WI",2019-12-31,1
"Baltimore, MD",2019-12-14,2
"Baltimore, MD",2019-12-15,0
"Baltimore, MD",2019-12-16,2
"Baltimore, MD",2019-12-17,2
"Baltimore, MD",2019-12-18,0
"Baltimore, MD",2019-12-19,0
"Baltimore, MD",2019-12-20,0
"Baltimore, MD",2019-12-21,0
"Baltimore, MD",2019-12-22,0
"Baltimore, MD",2019-12-23,0
"Baltimore, MD",2019-12-24,0
"Baltimore, MD",2019-12-25,0
"Baltimore, MD",2019-12-26,0
"Baltimore, MD",2019-12-27,0
"Baltimore, MD",2019-12-28,0
"Baltimore, MD",2019-12-29,2
"Baltimore, MD",2019-12-30,2
"Baltimore, MD",2019-12-31,0
"Brunswick, GA",2019-12-14,2
"Brunswick, GA",2019-12-15,0
"Brunswick, GA",2019-12-16,1
"Brunswick, GA",2019-12-17,2
"Brunswick, GA",2019-12-18,0
"Brunswick, GA",2019-12-19,0
"Brunswick, GA",2019-12-20,2
"Brunswick, GA",2019-12-21,2
"Brunswick, GA",2019-12-22,2
"Brunswick, GA",2019-12-23,2
"Brunswick, GA",2019-12-24,2
"Brunswick, GA",2019-12-25,1
"Brunswick, GA",2019-12-26,2
"Brunswick, GA",2019-12-27,1
"Brunswick, GA",2019-12-28,2
"Brunswick, GA",2019-12-29,2
"Brunswick, GA",2019-12-30,1
"Brunswick, GA",2019-12-31,0
"Twin Falls, ID",2019-12-14,3
"Twin Falls, ID",2019-12-15,1
"Twin Falls, ID",2019-12-16,0
"Twin Falls, ID",2019-12-17,0
"Twin Falls, ID",2019-12-18,0
"Twin Falls, ID",2019-12-19,1
"Twin Falls, ID",2019-12-20,0
"Twin Falls, ID",2019-12-21,0
"Twin Falls, ID",2019-12-22,0
"Twin Falls, ID",2019-12-23,2
"Twin Falls, ID",2019-12-24,3
"Twin Falls, ID",2019-12-25,1
"Twin Falls, ID",2019-12-26,1
"Twin Falls, ID",2019-12-27,1
"Twin Falls, ID",2019-12-28,1
"Twin Falls, ID",2019-12-29,3
"Twin Falls, ID",2019-12-30,3
"Twin Falls, ID",2019-12-31,1
"Killeen, TX",2019-12-14,0
"Killeen, TX",2019-12-15,0
"Killeen, TX",2019-12-16,2
"Killeen, TX",2019-12-17,0
"Killeen, TX",2019-12-18,0
"Killeen, TX",2019-12-19,0
"Killeen, TX",2019-12-20,2
"Killeen, TX",2019-12-21,2
"Killeen, TX",2019-12-22,1
"Killeen, TX",2019-12-23,0
"Killeen, TX",2019-12-24,0
"Killeen, TX",2019-12-25,1
"Killeen, TX",2019-12-26,1
"Killeen, TX",2019-12-27,1
"Killeen, TX",2019-12-28,2
"Killeen, TX",2019-12-29,2
"Killeen, TX",2019-12-30,0
"Killeen, TX",2019-12-31,0
"Manchester, NH",2019-12-14,2
"Manchester, NH",2019-12-15,2
"Manchester, NH",2019-12-16,1
"Manchester, NH",2019-12-17,3
"Manchester, NH",2019-12-18,3
"Manchester, NH",2019-12-19,0
"Manchester, NH",2019-12-20,0
"Manchester, NH",2019-12-21,1
"Manchester, NH",2019-12-22,1
"Manchester, NH",2019-12-23,1
"Manchester, NH",2019-12-24,1
"Manchester, NH",2019-12-25,1
"Manchester, NH",2019-12-26,1
"Manchester, NH",2019-12-27,2
"Manchester, NH",2019-12-28,1
"Manchester, NH",2019-12-29,3
"Manchester, NH",2019-12-30,3
"Manchester, NH",2019-12-31,3
"Newark, NJ",2019-12-14,2
"Newark, NJ",2019-12-15,1
"Newark, NJ",2019-12-16,2
"Newark, NJ",2019-12-17,2
"Newark, NJ",2019-12-18,3
"Newark, NJ",2019-12-19,1
"Newark, NJ",2019-12-20,1
"Newark, NJ",2019-12-21,1
"Newark, NJ",2019-12-22,1
"Newark, NJ",2019-12-23,1
"Newark, NJ",2019-12-24,1
"Newark, NJ",2019-12-25,1
"Newark, NJ",2019-12-26,1
"Newark, NJ",2019-12-27,1
"Newark, NJ",2019-12-28,1
"Newark, NJ",2019-12-29,2
"Newark, NJ",2019-12-30,2
"Newark, NJ",2019-12-31,2
"Kapalua, HI",2019-12-14,2
"Kapalua, HI",2019-12-15,1
"Kapalua, HI",2019-12-16,2
"Kapalua, HI",2019-12-17,2
"Kapalua, HI",2019-12-18,1
"Kapalua, HI",2019-12-19,0
"Kapalua, HI",2019-12-20,2
"Kapalua, HI",2019-12-21,2
"Kapalua, HI",2019-12-22,1
"Kapalua, HI",2019-12-23,0
"Kapalua, HI",2019-12-24,0
"Kapalua, HI",2019-12-25,2
"Kapalua, HI",2019-12-26,2
"Kapalua, HI",2019-12-27,2
"Kapalua, HI",2019-12-28,2
"Kapalua, HI",2019-12-29,0
"Kapalua, HI",2019-12-30,0
"Kapalua, HI",2019-12-31,1
"Bakersfield, CA",2019-12-14,2
"Bakersfield, CA",2019-12-15,2
"Bakersfield, CA",2019-12-16,0
"Bakersfield, CA",2019-12-17,0
"Bakersfield, CA",2019-12-18,1
"Bakersfield, CA",2019-12-19,0
"Bakersfield, CA",2019-12-20,0
"Bakersfield, CA",2019-12-21,0
"Bakersfield, CA",2019-12-22,2
"Bakersfield, CA",2019-12-23,2
"Bakersfield, CA",2019-12-24,2
"Bakersfield, CA",2019-12-25,1
"Bakersfield, CA",2019-12-26,2
"Bakersfield, CA",2019-12-27,1
"Bakersfield, CA",2019-12-28,0
"Bakersfield, CA",2019-12-29,0
"Bakersfield, CA",2019-12-30,1
"Bakersfield, CA",2019-12-31,0
"Ontario, CA",2019-12-14,2
"Ontario, CA",2019-12-15,1
"Ontario, CA",2019-12-16,1
"Ontario, CA",2019-12-17,1
"Ontario, CA",2019-12-18,1
"Ontario, CA",2019-12-19,1
"Ontario, CA",2019-12-20,1
"Ontario, CA",2019-12-21,1
"Ontario, CA",2019-12-22,1
"Ontario, CA",2019-12-23,2
"Ontario, CA",2019-12-24,2
"Ontario, CA",2019-12-25,2
"Ontario, CA",2019-12-26,2
"Ontario, CA",2019-12-27,1
"Ontario, CA",2019-12-28,1
"Ontario, CA",2019-12-29,1
"Ontario, CA",2019-12-30,1
"Ontario, CA",2019-12-31,1
"Evansville, IN",2019-12-14,2
"Evansville, IN",2019-12-15,2
"Evansville, IN",2019-12-16,2
"Evansville, IN",2019-12-17,2
